,Unnamed: 0,Name,Price,img_url,prod_url,Star,Rating,Amoled,Display Resolution,Water Resistance,Battery Life,Charge Time,Alarm Clock,Calendar,Step Count,Calorie Count,Heart Rate Monitor,Voice Control,Call Features,Operating Range,Gesture Control,5☆_Rating,4☆_Rating,3☆_Rating,2☆_Rating,1☆_Rating,Battery & Charger,Display,Design,Activity Tracking,Dial Color,Dial Shape,Strap Color,Strap Material,Dial Color,Dial Shape,Strap Color,Strap Material,Water Resistant,Display_Size,Manufacturer,manf_url
105,105,"boAt Storm Pro Call with Bluetooth Calling, 1.78'' AMOLED Display and ASAP Charge Smartwatch","₹3,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/v/i/-original-imaghteuugawguc7.jpeg?q=70,/boat-storm-pro-call-bluetooth-calling-1-78-amoled-display-asap-charge-smartwatch/p/itm36713fdbe3d78?pid=SMWGHYF5VEGHV2FD&lid=LSTSMWGHYF5VEGHV2FDFNZCW1&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_106&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGHYF5VEGHV2FD.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,17259,Yes,368 x 448 Pixels,None,7,30 Minutes,Yes,Yes,Yes,Yes,Yes,None,"Talk through watch, Dial pad, Save 10 contacts",10 m,None,"9,715","3,664","1,266",619,"1,995",3.9,4.2,4,3.7,None,Rectangle,Blue,Silicone,None,Rectangle,Blue,Silicone,Yes,45.212,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
106,106,Noise Evolve 2 AMOLED with 42mm Dial Size Smartwatch,"₹2,299",https://rukminim2.flixcart.com/image/612/612/kx3l0nk0/smartwatch/q/d/s/-original-imag9msddjtgy4yg.jpeg?q=70,/noise-evolve-2-amoled-42mm-dial-size-smartwatch/p/itm7ffc71d1dc1e6?pid=SMWG99G8DKPAEHCA&lid=LSTSMWG99G8DKPAEHCANO4WRX&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_107&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWG99G8DKPAEHCA.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,22791,Yes,390 x 390 pixel,None,7,70 min,Yes,Yes,Yes,Yes,Yes,None,"Mute calls, Reject calls",10 m,"Raise wrist : light up screen, Pull down : light down screen","12,444","5,025","1,900",883,"2,539",3.9,4.1,4.1,3.6,Grey,Circle,Grey,Silicone,Grey,Circle,Grey,Silicone,Yes,30,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
107,107,"boAt Storm Pro Call with Bluetooth Calling, 1.78'' AMOLED Display and ASAP Charge Smartwatch","₹3,099",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/s/f/-original-imaghteut6shcwsz.jpeg?q=70,/boat-storm-pro-call-bluetooth-calling-1-78-amoled-display-asap-charge-smartwatch/p/itm36713fdbe3d78?pid=SMWGHYF5ZFGS5PPW&lid=LSTSMWGHYF5ZFGS5PPWW2GFGF&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_108&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGHYF5ZFGS5PPW.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,17259,Yes,368 x 448 Pixels,None,7,30 Minutes,Yes,Yes,Yes,Yes,Yes,None,"Talk through watch, Dial pad, Save 10 contacts",10 m,None,"9,715","3,664","1,266",619,"1,995",3.9,4.2,4,3.7,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,45.212,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
108,108,"Noise ColorFit Caliber 2 with 1.83'' Display, Upto 12 Day Battery, 60 Sports Mode Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/9/a/o/-original-imaggtztgzhparys.jpeg?q=70,/noise-colorfit-caliber-2-1-83-display-upto-12-day-battery-60-sports-mode-smartwatch/p/itm1a35ed45e27fc?pid=SMWGGJHXGK7GPHNR&lid=LSTSMWGGJHXGK7GPHNRUQ8BFR&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_109&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGGJHXGK7GPHNR.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,9732,No,240 x 284 pixel,None,12,None,Yes,Yes,Yes,Yes,Yes,No,None,10 m,Yes,"5,719","1,763",798,384,"1,068",3.9,3.9,4,3.8,Black,Rectangle,Black,Silicone,Black,Rectangle,Black,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
109,109,"Noise Vision 2 Buzz with 1.78'' AMOLED Always On Display, 100 sports mode, IP68 Rated Smartwatch","₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/z/g/-original-imaghypjqnkzqtck.jpeg?q=70,/noise-vision-2-buzz-1-78-amoled-always-display-100-sports-mode-ip68-rated-smartwatch/p/itm37eb40da2d0ca?pid=SMWGFGNVHSFYH9GT&lid=LSTSMWGFGNVHSFYH9GTLA0D9B&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_110&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGFGNVHSFYH9GT.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.3,16676,Yes,368 x 448 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"10,079","3,741","1,109",451,"1,296",4.1,4.3,4.1,3.9,Silver,Square,Grey,Silicone,Silver,Square,Grey,Silicone,Yes,45.212,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
110,110,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹2,749",https://rukminim2.flixcart.com/image/612/612/kzpw2vk0/smartwatch/g/v/d/-original-imagbnnre4yjdvr5.jpeg?q=70,/boat-storm-1-3-curveddisplay-smartwatch/p/itm215a48c547168?pid=SMWFW8HFZGQRNK3H&lid=LSTSMWFW8HFZGQRNK3HDMDCDR&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_111&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWFW8HFZGQRNK3H.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,646516,No,240 x 240 Pixels,None,810,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"3,49,016","1,57,057","61,607","23,753","55,083",3.9,3.7,3.9,3.7,None,Square,Blue,Thermo Plastic Polyurethene,None,Square,Blue,Thermo Plastic Polyurethene,Yes,33,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
111,111,"Noise Caliber 2 Buzz 1.85'' Display with Bluetooth Calling, Long Battery & IP68 Rating Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/b/1/-original-imagk7wsn2de3bjs.jpeg?q=70,/noise-caliber-2-buzz-1-85-display-bluetooth-calling-long-battery-ip68-rating-smartwatch/p/itm6ffc0394e9a8f?pid=SMWGGKRWAHFFNJNV&lid=LSTSMWGGKRWAHFFNJNVL6DRCN&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_112&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGGKRWAHFFNJNV.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,19746,No,240 x 284 pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"11,294","3,785","1,599",783,"2,285",3.7,3.9,4,3.8,Brown,Square,Brown,Silicone,Brown,Square,Brown,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
112,112,"Noise Loop 1.85'' Display with Advanced Bluetooth Calling, 550 Nits Brightness Smartwatch","₹1,899",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/b/h/-original-imagkjtjzyjs9nmx.jpeg?q=70,/noise-loop-1-85-display-advanced-bluetooth-calling-550-nits-brightness-smartwatch/p/itm02881a00e9234?pid=SMWGG6GGJ7HNZRBK&lid=LSTSMWGG6GGJ7HNZRBKPYXCN0&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_113&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGG6GGJ7HNZRBK.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.2,11659,No,240 x 284 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,"Mute Calls, Reject Calls, Take Calls, Speed Dial",10 m,None,"6,969","2,409",856,361,"1,064",4,4.1,4.2,4,Green,Square,Green,Silicone,Green,Square,Green,Silicone,Yes,46.99,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
113,113,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/kzpw2vk0/smartwatch/e/4/h/-original-imagbnnrrb4nyenc.jpeg?q=70,/boat-storm-1-3-curveddisplay-smartwatch/p/itm215a48c547168?pid=SMWG3EC4KCEFNNKH&lid=LSTSMWG3EC4KCEFNNKHLELQLP&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_114&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWG3EC4KCEFNNKH.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,646516,No,240 x 240 Pixels,None,8,None,None,None,Yes,Yes,Yes,No,None,None,None,"3,49,016","1,57,057","61,607","23,753","55,083",3.9,3.7,3.9,3.7,None,Square,Red,Thermo Plastic Polyurethene,None,Square,Red,Thermo Plastic Polyurethene,Yes,33,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
114,114,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹2,599",https://rukminim2.flixcart.com/image/612/612/kzpw2vk0/smartwatch/4/b/g/-original-imagbnnr2b5nen9z.jpeg?q=70,/boat-storm-1-3-curveddisplay-smartwatch/p/itm215a48c547168?pid=SMWG3EC4TYBGPW8F&lid=LSTSMWG3EC4TYBGPW8FOMLNC7&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_115&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWG3EC4TYBGPW8F.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,646516,No,240 x 240 Pixels,None,8,None,None,None,Yes,Yes,Yes,No,None,None,None,"3,49,016","1,57,057","61,607","23,753","55,083",3.9,3.7,3.9,3.7,None,Square,Pink,Thermo Plastic Polyurethene,None,Square,Pink,Thermo Plastic Polyurethene,Yes,33,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
115,115,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/kzpw2vk0/smartwatch/k/x/i/-original-imagbnnrs7ngq8w6.jpeg?q=70,/boat-storm-1-3-curveddisplay-smartwatch/p/itm215a48c547168?pid=SMWFW8HFSDGTX5DG&lid=LSTSMWFW8HFSDGTX5DG5EXLJG&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_116&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWFW8HFSDGTX5DG.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,646516,No,240 x 240 Pixels,None,810,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,"3,49,016","1,57,057","61,607","23,753","55,083",3.9,3.7,3.9,3.7,None,Square,Black,Thermo Plastic Polyurethene,None,Square,Black,Thermo Plastic Polyurethene,Yes,33,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
116,116,Noise Evolve 2 AMOLED with 42mm Dial Size Smartwatch,"₹2,299",https://rukminim2.flixcart.com/image/612/612/kx3l0nk0/smartwatch/2/p/o/-original-imag9msdkjsr2wpg.jpeg?q=70,/noise-evolve-2-amoled-42mm-dial-size-smartwatch/p/itm55672e890a619?pid=SMWG99FJBRSJKEYT&lid=LSTSMWG99FJBRSJKEYTUMUHT6&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_117&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWG99FJBRSJKEYT.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.1,22791,Yes,390 x 390 pixel,None,7,70 min,Yes,Yes,Yes,Yes,Yes,None,"Mute calls, Reject calls",10 m,"Raise wrist : light up screen, Pull down : light down screen","12,444","5,025","1,900",883,"2,539",3.9,4.1,4.1,3.6,Black,Circle,Black,Silicone,Black,Circle,Black,Silicone,Yes,30,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
117,117,"Noise Crew Pro BT Calling with 1.4"" display, Metal Finish & Functional Crown Smartwatch","₹2,399",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/o/t/-original-imagqkgcqnwmvayy.jpeg?q=70,/noise-crew-pro-bt-calling-1-4-display-metal-finish-functional-crown-smartwatch/p/itmfa8f810342b61?pid=SMWGNHF9Z8Q2TQGQ&lid=LSTSMWGNHF9Z8Q2TQGQTKHREC&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_118&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGNHF9Z8Q2TQGQ.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,4.8,0,No,240 x 240 pixel,None,7,None,Yes,None,Yes,Yes,Yes,None,None,10 m,None,111,44,15,6,22,3.9,3.8,4.4,4,Gold,Circle,Blue,Leather,Gold,Circle,Blue,Leather,Yes,35.56,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
118,118,"boAt Wave Select with 1.69"" HD Display, upto 10 Days Battery, HR & SpO2 Monitoring Smartwatch","₹2,785",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/y/1/-original-imaghy22zxhakhvj.jpeg?q=70,/boat-wave-select-1-69-hd-display-upto-10-days-battery-hr-spo2-monitoring-smartwatch/p/itm12c38cd5a9f82?pid=SMWGG7GQJBND3DXP&lid=LSTSMWGG7GQJBND3DXP9ETUWU&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_119&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGG7GQJBND3DXP.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,3.9,3692,No,240 x 280 Pixel,None,10,None,Yes,Yes,Yes,None,Yes,None,None,None,None,"2,034",582,307,198,571,3.4,3.7,3.6,3.4,None,Square,Black,Silicone,None,Square,Black,Silicone,Yes,41.91,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
119,119,"Noise HRX Bounce by Hrithik Roshan, 1.39"" Round ,100+ Sports Modes, Dual Tone Strap Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/h/e/-original-imagnef5mtyswcyw.jpeg?q=70,/noise-hrx-bounce-hrithik-roshan-1-39-round-100-sports-modes-dual-tone-strap-smartwatch/p/itm3918dc88a1635?pid=SMWGKQPAMJ2JC3WH&lid=LSTSMWGKQPAMJ2JC3WHYVKVBH&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_3_120&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=25a9e771-6f9b-4261-9af9-40f34cd788a5.SMWGKQPAMJ2JC3WH.SEARCH&ssid=v87or0dbbk0000001688988927724&qH=adc5bc5b72db9fa3,3.6,715,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,324,138,70,32,151,2.9,3.4,3.6,3.1,Black,Circle,Black,Silicone,Black,Circle,Black,Silicone,Yes,35.306,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
120,120,boAt Watch Xplorer O2 Smartwatch,"₹2,999",https://rukminim2.flixcart.com/image/612/612/kupuljk0/smartwatch/d/s/o/android-ios-watch-xplorer-o2-boat-no-original-imag7rqetzmtnmua.jpeg?q=70,/boat-watch-xplorer-o2-smartwatch/p/itm685ba40b27fe3?pid=SMWG6UJHEHT6GZ85&lid=LSTSMWG6UJHEHT6GZ855BRVON&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_121&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG6UJHEHT6GZ85.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.6,3216,No,240 x 240 Pixels,None,7,None,None,None,Yes,None,Yes,None,None,None,None,"1,456",555,362,217,626,3.3,3.1,3.3,3.1,None,Square,Orange,Silicone,None,Square,Orange,Silicone,Yes,33.02,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
121,121,Noise ColorFit Brio Smartwatch,"₹1,999",https://rukminim2.flixcart.com/image/612/612/ku04o7k0/smartwatch/d/z/u/android-ios-wrb-sw-colorfitbrio-std-blk-blk-noise-no-original-imag77xp9rd3rqgm.jpeg?q=70,/noise-colorfit-brio-smartwatch/p/itmfe15b0d7dd2f4?pid=SMWG6MRHD6KGHMHQ&lid=LSTSMWG6MRHD6KGHMHQO8OHCM&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_122&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG6MRHD6KGHMHQ.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.2,34184,No,360*400 pixel,None,10,120 min,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"19,368","8,027","2,688","1,102","2,999",3.8,4.1,4.1,3.8,Black,Rectangle,Black,Thermo Plastic Polyurethene,Black,Rectangle,Black,Thermo Plastic Polyurethene,Yes,38.6,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
122,122,Noise ColorFit Pro4 Bluetooth Calling with 1.72'' TruView Display and Functional Crown Smartwatch,"₹3,283",https://rukminim2.flixcart.com/image/612/612/l2z26q80/smartwatch/v/t/m/43-688-wrb-sw-colorfitpro4-std-blk-blk-android-ios-noise-yes-original-image6yxmfy7dqu3.jpeg?q=70,/noise-colorfit-pro4-bluetooth-calling-1-72-truview-display-functional-crown-smartwatch/p/itm1bc14bb9b9481?pid=SMWGE6YXGVVZXDJK&lid=LSTSMWGE6YXGVVZXDJKU5EQ0W&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_123&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGE6YXGVVZXDJK.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.3,15469,No,356 x 400 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"9,608","3,482",971,351,"1,057",4.1,4.2,4.2,4,Black,Rectangle,Black,Silicone,Black,Rectangle,Black,Silicone,Yes,43.688,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
123,123,"boAt Wave Ultima with 1.8 inch Curve Arc HD Display, Bluetooth Calling with BT v5.3 Smartwatch","₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/r/u/-original-imagjsf5ngnuxmdm.jpeg?q=70,/boat-wave-ultima-1-8-inch-curve-arc-hd-display-bluetooth-calling-bt-v5-3-smartwatch/p/itm3feb42fa6e402?pid=SMWGG6PYHNKJZJDT&lid=LSTSMWGG6PYHNKJZJDTWG8BEJ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_124&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGG6PYHNKJZJDT.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.2,802,No,240 x 286 Pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,502,140,52,22,86,4,4.2,4.2,3.9,None,Rectangle,Red,Silicone,None,Rectangle,Red,Silicone,Yes,45.974,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
124,124,Noise X-Fit 2 (HRX Edition) Smart Watch with 1.69inch Display & 60 Sports Modes Smartwatch,"₹1,299",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/s/a/-original-imaggp4yz8chctah.jpeg?q=70,/noise-x-fit-2-hrx-edition-smart-watch-1-69inch-display-60-sports-modes-smartwatch/p/itm77e208b8fe434?pid=SMWGD7NM8WEAVKJK&lid=LSTSMWGD7NM8WEAVKJKP1MYG9&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_125&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGD7NM8WEAVKJK.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.1,10138,No,240 x 280 pixel,None,7,150 min,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"5,880","2,087",804,368,999,4,4,4,3.8,Black,Rectangle,Black,Silicone,Black,Rectangle,Black,Silicone,Yes,43,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
125,125,Noise Icon 2 Vista AMOLED Bluetooth Calling Smartwatch,"₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/q/v/-original-imagnuu8cvgadw4a.jpeg?q=70,/noise-icon-2-vista-amoled-bluetooth-calling-smartwatch/p/itm167a7ca5c563c?pid=SMWGGKV2VJTYZUCP&lid=LSTSMWGGKV2VJTYZUCPYUZOVV&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_126&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGGKV2VJTYZUCP.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,3910,Yes,368 x 448 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,"Mute Calls, Reject Calls, Take Calls, Speed Dial",10 m,None,"2,152",822,305,161,470,3.8,4.2,4.1,3.8,Copper Gold,Square,Black,Silicone,Copper Gold,Square,Black,Silicone,Yes,45.212,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
126,126,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/ky0g58w0/smartwatch/d/p/5/-original-imagac7hghz4nnxw.jpeg?q=70,/noise-colorfit-caliber-smart-watch-15-day-battery-1-69-display-60-sports-modes-smartwatch/p/itm3bccce4b39a2c?pid=SMWG9UKQZWGTDCTE&lid=LSTSMWG9UKQZWGTDCTEHTLH0C&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_127&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG9UKQZWGTDCTE.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.1,311124,No,240 x 280 pixel,None,15,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"1,76,263","70,971","24,965","10,516","28,409",4,4,4,3.8,Green,Square,Green,Silicone,Green,Square,Green,Silicone,Yes,43,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
