,Unnamed: 0,Name,Price,img_url,prod_url,Star,Rating,Amoled,Display Resolution,Water Resistance,Battery Life,Charge Time,Alarm Clock,Calendar,Step Count,Calorie Count,Heart Rate Monitor,Voice Control,Call Features,Operating Range,Gesture Control,5☆_Rating,4☆_Rating,3☆_Rating,2☆_Rating,1☆_Rating,Battery & Charger,Display,Design,Activity Tracking,Dial Color,Dial Shape,Strap Color,Strap Material,Dial Color,Dial Shape,Strap Color,Strap Material,Water Resistant,Display_Size,Manufacturer,manf_url
127,127,boAt Lunar Connect Pro Bluetooth Calling Smartwatch with 1.39'' AMOLED Display Smartwatch,"₹4,299",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/y/3/-original-imagzexggytcnpfs.jpeg?q=70,/boat-lunar-connect-pro-bluetooth-calling-smartwatch-1-39-amoled-display/p/itm29dd88c8e090d?pid=SMWGNZC7KXBGDPHV&lid=LSTSMWGNZC7KXBGDPHVIPGL28&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_128&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGNZC7KXBGDPHV.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.1,1483,Yes,466 x 466 Pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,852,312,106,52,161,4.3,4.3,4.3,3.8,None,Round,Active Black,Silicone,None,Round,Active Black,Silicone,Yes,35.306,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
128,128,"Noise ColorFit Caliber 2 with 1.83'' Display, Upto 12 Day Battery, 60 Sports Mode Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/b/u/-original-imaggxdce2mjbzcg.jpeg?q=70,/noise-colorfit-caliber-2-1-83-display-upto-12-day-battery-60-sports-mode-smartwatch/p/itmee0e931383baa?pid=SMWGGJHXAHVENGHM&lid=LSTSMWGGJHXAHVENGHMJ8B4RR&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_129&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGGJHXAHVENGHM.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.1,9732,No,240 x 284 pixel,None,12,None,Yes,Yes,Yes,Yes,Yes,No,None,10 m,Yes,"5,719","1,763",798,384,"1,068",3.9,3.9,4,3.8,Blue,Rectangle,Blue,Silicone,Blue,Rectangle,Blue,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
129,129,Noise ColorFit Vision 2 with 1.78'' Always on AMOLED Display Smartwatch,"₹2,499",https://rukminim2.flixcart.com/image/612/612/l20rma80/smartwatch/l/a/8/45-212-wrb-sw-colorfitvision2-std-pnk-pnk-android-ios-noise-no-original-imagdg9fr9kgp2fd.jpeg?q=70,/noise-colorfit-vision-2-1-78-always-amoled-display-smartwatch/p/itmbe141a34ccddd?pid=SMWGDG9FCNVZ4HUE&lid=LSTSMWGDG9FCNVZ4HUE2LCVIX&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_130&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGDG9FCNVZ4HUE.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.1,12728,Yes,368 x 448 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"7,097","2,783","1,045",458,"1,345",3.8,4.3,4,3.7,Pink,Square,Pink,Silicone,Pink,Square,Pink,Silicone,Yes,45.212,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
130,130,"Noise ColorFit Caliber 2 with 1.83'' Display, Upto 12 Day Battery, 60 Sports Mode Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/r/z/-original-imaggtzta6yd73kf.jpeg?q=70,/noise-colorfit-caliber-2-1-83-display-upto-12-day-battery-60-sports-mode-smartwatch/p/itmccf33b468c40b?pid=SMWGGJGF7P9CSMBP&lid=LSTSMWGGJGF7P9CSMBPASRV4E&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_131&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGGJGF7P9CSMBP.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.8,990,No,240 x 284 pixel,None,12,None,Yes,Yes,Yes,Yes,Yes,No,None,10 m,Yes,506,164,84,47,189,3.3,3.4,3.6,3.3,Green,Rectangle,Green,Silicone,Green,Rectangle,Green,Silicone,Yes,46.482,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
131,131,"Noise Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant Smartwatch","₹2,199",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/j/z/-original-imagz67wmrxgrxku.jpeg?q=70,/noise-icon-3-1-91-display-bluetooth-calling-metallic-finish-voice-assistant-smartwatch/p/itmb23c0138cd32f?pid=SMWGKGRSCEEZHESH&lid=LSTSMWGKGRSCEEZHESHSUQ8RN&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_132&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGKGRSCEEZHESH.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,8161,No,240 x 296 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,"4,526","1,543",583,327,"1,182",3.7,3.9,4,3.6,Light Grey,Square,Navy Blue,Silicone,Light Grey,Square,Navy Blue,Silicone,Yes,48.514,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
132,132,Noise ColorFit Pro 2 Oxy Smartwatch,"₹1,299",https://rukminim2.flixcart.com/image/612/612/krkyt8w0/smartwatch/c/w/x/wrb-sw-colorfitpro2oxy-std-teal-android-ios-noise-original-imag5c5xktn6whbr.jpeg?q=70,/noise-colorfit-pro-2-oxy-smartwatch/p/itm63e96f17fb110?pid=SMWG4NH2AGC4UHY5&lid=LSTSMWG4NH2AGC4UHY5QLSRK3&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_133&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG4NH2AGC4UHY5.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,5662,No,240 x 240 Pixels,None,10,120 minutes,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"2,950","1,225",542,245,700,3.6,3.6,3.8,3.6,Teal,Rectangle,Teal Green,Thermo Plastic Polyurethene,Teal,Rectangle,Teal Green,Thermo Plastic Polyurethene,Yes,33.02,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
133,133,"Noise Core 2 Buzz Bluetooth Calling with 1.28'' Round Display, AI Voice Assistant Smartwatch","₹1,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/4/4/-original-imaggat2ehumwhr6.jpeg?q=70,/noise-core-2-buzz-bluetooth-calling-1-28-round-display-ai-voice-assistant-smartwatch/p/itmdc9fbd02f7d16?pid=SMWGFGRH3QZHSKHT&lid=LSTSMWGFGRH3QZHSKHT82FDYJ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_134&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGFGRH3QZHSKHT.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.9,9436,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"5,062","1,642",918,454,"1,360",3.2,3.5,3.8,3.5,None,Circle,Pink,Silicone,None,Circle,Pink,Silicone,Yes,32.512,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
134,134,"Noise HRX Bounce by Hrithik Roshan, 1.39"" Round ,100+ Sports Modes, Dual Tone Strap Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/1/s/o/-original-imagnef5jutvjafm.jpeg?q=70,/noise-hrx-bounce-hrithik-roshan-1-39-round-100-sports-modes-dual-tone-strap-smartwatch/p/itmbd5a0dc4f617a?pid=SMWGKQP88JPFXART&lid=LSTSMWGKQP88JPFXARTRU33U2&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_135&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGKQP88JPFXART.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.6,715,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,Yes,324,138,70,32,151,2.9,3.4,3.6,3.1,Silver,Circle,Blue,Silicone,Silver,Circle,Blue,Silicone,Yes,35.306,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
135,135,"Noise NoiseFit Active with GPS, SpO2 Monitor Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/kydb3ww0/smartwatch/z/q/o/32-5-android-ios-wrb-sw-activegps-std-blk-noise-no-original-imagam3sqqngatfr.jpeg?q=70,/noise-noisefit-active-gps-spo2-monitor-smartwatch/p/itm2360c8d9c29af?pid=SMWGAM3S6JHYSJEM&lid=LSTSMWGAM3S6JHYSJEM1XSNZ3&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_136&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGAM3S6JHYSJEM.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.8,1154,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,606,204,95,53,199,3.6,3.9,3.9,3.7,Gunmetal Black,Circle,Black,Silicone,Gunmetal Black,Circle,Black,Silicone,Yes,32.5,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
136,136,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",https://rukminim2.flixcart.com/image/612/612/kxdl3m80/smartwatch/y/9/i/43-android-ios-wrb-sw-colorfitcaliber-std-blu-blu-noise-no-original-imag9ukqry8xgfq2.jpeg?q=70,/noise-colorfit-caliber-smart-watch-15-day-battery-1-69-display-60-sports-modes-smartwatch/p/itme688eff5f7b2b?pid=SMWG9UKQ7EUSQSUP&lid=LSTSMWG9UKQ7EUSQSUPHEP38O&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_137&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG9UKQ7EUSQSUP.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.1,311124,No,240 x 280 pixel,None,15,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"1,76,263","70,971","24,965","10,516","28,409",4,4,4,3.8,Blue,Square,Blue,Silicone,Blue,Square,Blue,Silicone,Yes,43,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
137,137,"Noise NoiseFit Active with GPS, SpO2 Monitor Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/kydb3ww0/smartwatch/b/z/c/32-5-android-ios-wrb-sw-activegps-std-gry-noise-no-original-imagam3satqyzqmy.jpeg?q=70,/noise-noisefit-active-gps-spo2-monitor-smartwatch/p/itm2f190dfcc06e3?pid=SMWGAM3SYQZVHVHT&lid=LSTSMWGAM3SYQZVHVHTXU3VNT&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_138&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGAM3SYQZVHVHT.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.8,1154,No,240 x 240 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,606,204,95,53,199,3.6,3.9,3.9,3.7,Gunmetal Black,Circle,Tough Grey,Silicone,Gunmetal Black,Circle,Tough Grey,Silicone,Yes,32.5,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
138,138,"Noise Vision 2 Buzz with 1.78'' AMOLED Always On Display, 100 sports mode, IP68 Rated Smartwatch","₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/g/y/-original-imaghypjcn7b2mkn.jpeg?q=70,/noise-vision-2-buzz-1-78-amoled-always-display-100-sports-mode-ip68-rated-smartwatch/p/itmfae7babc41352?pid=SMWGFGNVYHYTEY6W&lid=LSTSMWGFGNVYHYTEY6WQVJ9WS&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_139&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGFGNVYHYTEY6W.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.3,16676,Yes,368 x 448 pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,Yes,None,10 m,None,"10,079","3,741","1,109",451,"1,296",4.1,4.3,4.1,3.9,Copper Gold,Square,Blue,Silicone,Copper Gold,Square,Blue,Silicone,Yes,45.212,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
139,139,"boAt Watch Mercury 1.54"" TFTDisplay Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/kwmfqfk0/smartwatch/o/0/k/-original-imag994bjbhgedha.jpeg?q=70,/boat-watch-mercury-1-54-tftdisplay-smartwatch/p/itm4614d478c26b1?pid=SMWG9894WBQJEFXW&lid=LSTSMWG9894WBQJEFXWCRTSQL&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_140&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG9894WBQJEFXW.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.9,12125,No,240 x 240 Pixels,None,10,None,None,None,Yes,Yes,Yes,None,None,None,None,"6,304","2,446","1,217",563,"1,595",3.7,3.7,3.8,3.6,None,Rectangle,Blue,Silicone,None,Rectangle,Blue,Silicone,Yes,39,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
140,140,Noise ColorFit Pro 3 Alpha Smartwatch,"₹5,999",https://rukminim2.flixcart.com/image/612/612/l0tweq80/smartwatch/k/b/w/-original-imagcjb79hygp2xa.jpeg?q=70,/noise-colorfit-pro-3-alpha-smartwatch/p/itm312ced1e1158c?pid=SMWGBXYSS4GEQSQD&lid=LSTSMWGBXYSS4GEQSQDKYGRM6&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_141&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGBXYSS4GEQSQD.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,6037,No,240 x 280 pixel,None,5,None,Yes,Yes,Yes,Yes,Yes,None,"Mute Calls, Reject Calls, Take Calls, Speed Dial",10 m,None,"3,305","1,196",487,238,811,3.5,3.7,3.9,3.7,Black,Rectangle,Black,Silicone,Black,Rectangle,Black,Silicone,Yes,43,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
141,141,Noise Fit Active SpO2 Smartwatch,"₹1,999",https://rukminim2.flixcart.com/image/612/612/kolsscw0/smartwatch/9/l/s/wrb-sw-active-std-blu-android-ios-noise-original-imag3f7s4nugphge.jpeg?q=70,/noise-fit-active-spo2-smartwatch/p/itm9157364a66a69?pid=SMWG2GYMBFAYNXZX&lid=LSTSMWG2GYMBFAYNXZXPT3B1Y&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_142&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG2GYMBFAYNXZX.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.2,38035,No,240 x 240 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"21,354","9,387","2,985","1,226","3,083",4,4.1,4.3,3.9,Silver,Circle,Blue,Thermo Plastic Polyurethene,Silver,Circle,Blue,Thermo Plastic Polyurethene,Yes,32,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
142,142,Noise Fit Active SpO2 Smartwatch,"₹1,999",https://rukminim2.flixcart.com/image/612/612/kolsscw0/smartwatch/7/e/t/wrb-sw-active-std-blk-android-ios-noise-original-imag3f7tkxtvgjvy.jpeg?q=70,/noise-fit-active-spo2-smartwatch/p/itmdf8c3bfd15dd2?pid=SMWG2GYMZEQVGFYU&lid=LSTSMWG2GYMZEQVGFYUNWQVGG&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_143&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWG2GYMZEQVGFYU.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.2,38035,No,240 x 240 Pixels,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,10 m,None,"21,354","9,387","2,985","1,226","3,083",4,4.1,4.3,3.9,Black,Circle,Black,Thermo Plastic Polyurethene,Black,Circle,Black,Thermo Plastic Polyurethene,Yes,32,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
143,143,"boAt Wanderer for Kids with GPS, Geo Fencing, Camera, 4G Sim Slot & Parental Control Smartwatch","₹5,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/t/a/-original-imagpqgs4xfyjhpn.jpeg?q=70,/boat-wanderer-kids-gps-geo-fencing-camera-4g-sim-slot-parental-control-smartwatch/p/itm0ea7652fa173d?pid=SMWGPHSEDPRWYRCV&lid=LSTSMWGPHSEDPRWYRCVTBWLOZ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_144&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGPHSEDPRWYRCV.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,3.9,46,No,240 x 240 Pixel,None,7,None,Yes,Yes,None,None,None,None,Video Calls,None,None,22,13,1,4,6,3.5,3.7,3.5,3.3,None,Rectangle,Pink,Silicone,None,Rectangle,Pink,Silicone,Yes,35.306,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
144,144,"boAt Lunar Call Plus Smartwatch with 1.43"" AMOLED Display,BT Calling & Health Tracker Smartwatch","₹2,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/6/2/-original-imagqmzap2zrnfms.jpeg?q=70,/boat-lunar-call-plus-smartwatch-1-43-amoled-display-bt-calling-health-tracker/p/itmcc64b06eed52f?pid=SMWGPFDAV5XTFYZK&lid=LSTSMWGPFDAV5XTFYZKA4J9LQ&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_145&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGPFDAV5XTFYZK.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.4,189,Yes,466 x 466 Pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,ENx Technology: Clear Voice Calls,10 m,None,126,30,18,4,11,4.3,4.4,4.4,4.3,None,Round,Black,Silicone,None,Round,Black,Silicone,Yes,36.322,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
145,145,"boAt Storm Connect Plus with 1.91"" HD Display, Bluetooth Calling, ENx Technology Smartwatch","₹1,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/t/7/-original-imagpp927jmudgkr.jpeg?q=70,/boat-storm-connect-plus-1-91-hd-display-bluetooth-calling-enx-technology-smartwatch/p/itm681c3ba3e2c81?pid=SMWGPFP4GK9HCDZR&lid=LSTSMWGPFP4GK9HCDZRMYW7TC&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_146&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGPFP4GK9HCDZR.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,1006,No,240 x 283 Pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,None,None,None,545,210,70,47,134,4,4,3.8,3.8,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,48.514,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
146,146,"boAt Ultima Connect Max with 2.0"" HD Display, BT Calling and 100+ Sports Modes Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/e/q/-original-imagq425shghrgzz.jpeg?q=70,/boat-ultima-connect-max-2-0-hd-display-bt-calling-100-sports-modes-smartwatch/p/itmbfc8275e8a31a?pid=SMWGPK34SF7DQEVR&lid=LSTSMWGPK34SF7DQEVRTLHXLL&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_147&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGPK34SF7DQEVR.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,358,No,240 x 283 Pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,None,"Accept/Rejects Calls, Take Calls",None,None,198,73,22,14,51,3.5,3.8,3.8,3.7,None,Rectangle,Black,Silicone,None,Rectangle,Black,Silicone,Yes,50.8,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
147,147,"boAt Ultima Connect Max with 2.0"" HD Display, BT Calling and 100+ Sports Modes Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/a/q/-original-imagq425gg8r5was.jpeg?q=70,/boat-ultima-connect-max-2-0-hd-display-bt-calling-100-sports-modes-smartwatch/p/itmbfc8275e8a31a?pid=SMWGPK34YERMXMNR&lid=LSTSMWGPK34YERMXMNRXDAIGW&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_148&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGPK34YERMXMNR.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,358,No,240 x 283 Pixel,None,10,None,Yes,Yes,Yes,Yes,Yes,None,"Accept/Rejects Calls, Take Calls",None,None,198,73,22,14,51,3.5,3.8,3.8,3.7,None,Rectangle,Blue,Silicone,None,Rectangle,Blue,Silicone,Yes,50.8,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
148,148,"boAt Lunar Call Plus Smartwatch with 1.43"" AMOLED Display,BT Calling & Health Tracker Smartwatch","₹2,799",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/6/5/2/-original-imagpu2gchm74v8v.jpeg?q=70,/boat-lunar-call-plus-smartwatch-1-43-amoled-display-bt-calling-health-tracker/p/itmcc64b06eed52f?pid=SMWGPFDA9TRRQDHG&lid=LSTSMWGPFDA9TRRQDHGYMRBFX&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_149&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGPFDA9TRRQDHG.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4.4,189,Yes,466 x 466 Pixel,None,7,None,Yes,Yes,Yes,Yes,Yes,None,ENx Technology: Clear Voice Calls,10 m,None,126,30,18,4,11,4.3,4.4,4.4,4.3,None,Round,Pink,Silicone,None,Round,Pink,Silicone,Yes,36.322,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg
149,149,"Noise Mighty BT Calling with 1.96"" display, Metal Build & Functional Crown Smartwatch","₹2,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/w/s/-original-imagpw85y3rwevfq.jpeg?q=70,/noise-mighty-bt-calling-1-96-display-metal-build-functional-crown-smartwatch/p/itm4f6d8f1d6d811?pid=SMWGZBJVMGEKGQHG&lid=LSTSMWGZBJVMGEKGQHGMYRYEA&marketplace=FLIPKART&q=smartwatch&store=ajy%2Fbuh&srno=s_4_150&otracker=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_3_na_na_na&iid=9c0cffee-e390-4293-8377-c7f897ce32d0.SMWGZBJVMGEKGQHG.SEARCH&ssid=h5atofwybk0000001688988931269&qH=adc5bc5b72db9fa3,4,1175,No,240 x 286 pixel,None,7,None,Yes,None,Yes,Yes,Yes,Yes,None,10 m,None,652,243,88,43,149,3.8,4.2,4.1,3.8,Black,Rectangle,Deep Wine,Silicone,Black,Rectangle,Deep Wine,Silicone,Yes,49.784,Noise,https://etimg.etb2bimg.com/photo/99234903.cms
